year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,115,Steven Weinberg,male,3/5/1933,USA,New York NY,7/23/2021,USA,Austin TX,Harvard University,USA,Cambridge MA
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,114,Abdus Salam,male,29-01-1926,Pakistan,Jhang Maghiana,11/21/1996,United Kingdom,Oxford,International Centre for Theoretical Physics,Italy,Trieste
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,113,Sheldon Glashow,male,5/12/1932,USA,New York NY,0000-00-00,,,Harvard University Lyman Laboratory,USA,Cambridge MA
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,414,Werner Arber,male,3/6/1929,Switzerland,Granichen,0000-00-00,,,University Biozentrum,Switzerland,Basel
1978,economics,for his pioneering research into the decision-making process within economic organizations,1,691,Herbert Simon,male,15-06-1916,USA,Milwaukee WI,2/9/2001,USA,Pittsburgh PA,Carnegie Mellon University,USA,Pittsburgh PA
1978,literature,for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life,1,654,Isaac Bashevis Singer,male,14-07-1904,Poland,Leoncin,7/24/1991,USA,Surfside FL,,,
1978,peace,for jointly having negotiated peace between Egypt and Israel in 1978,2,539,Menachem Begin,male,16-08-1913,Belarus,Brest Litovsk,3/9/1992,Israel,Tel Aviv,,,
1978,peace,for jointly having negotiated peace between Egypt and Israel in 1978,2,538,Anwar al-Sadat,male,25-12-1918,Egypt,Mit Abu al-Kawm,10/6/1981,Egypt,Cairo,,,
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,416,Hamilton O. Smith,male,23-08-1931,USA,New York NY,0000-00-00,,,Johns Hopkins University School of Medicine,USA,Baltimore MD
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,415,Daniel Nathans,male,30-10-1928,USA,Wilmington DE,11/16/1999,USA,Baltimore MD,Johns Hopkins University School of Medicine,USA,Baltimore MD
1978,chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,1,251,Peter Mitchell,male,29-09-1920,United Kingdom,Mitcham,4/10/1992,United Kingdom,Bodmin,Glynn Research Laboratories,United Kingdom,Bodmin
1978,physics,for their discovery of cosmic microwave background radiation,4,112,Robert Woodrow Wilson,male,10/1/1936,USA,Houston TX,0000-00-00,,,Bell Laboratories,USA,Holmdel NJ
1978,physics,for their discovery of cosmic microwave background radiation,4,111,Arno Penzias,male,26-04-1933,Germany,Munich,0000-00-00,,,Bell Laboratories,USA,Holmdel NJ
1978,physics,for his basic inventions and discoveries in the area of low-temperature physics,2,110,Pyotr Kapitsa,male,1894-07-09,Russia,Kronshtadt,4/8/1984,Russia,Moscow,Academy of Sciences,Russia,Moscow
1977,chemistry,for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures,1,250,Ilya Prigogine,male,25-01-1917,Russia,Moscow,5/28/2003,Belgium,Brussels,Universite Libre de Bruxelles,Belgium,Brussels
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,2,689,Bertil Ohlin,male,1899-04-23,Sweden,Klippan,8/3/1979,Sweden,Valadalen,Stockholm School of Economics,Sweden,Stockholm
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,2,690,James E. Meade,male,23-06-1907,United Kingdom,Swanage,12/22/1995,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1977,literature,for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars,1,653,Vicente Aleixandre,male,1898-04-26,Spain,Sevilla,12/14/1984,Spain,Madrid,,,
1977,peace,for worldwide respect for human rights,1,537,Amnesty International ,org,1961-00-00,,,,,,,,
1977,medicine,for the development of radioimmunoassays of peptide hormones,2,413,Rosalyn Yalow,female,19-07-1921,USA,New York NY,5/30/2011,USA,New York NY,Veterans Administration Hospital,USA,Bronx NY
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,4,412,Andrew V. Schally,male,30-11-1926,Lithuania,Vilnius,0000-00-00,,,Veterans Administration Hospital,USA,New Orleans LA
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,4,411,Roger Guillemin,male,11/1/1924,France,Dijon,0000-00-00,,,The Salk Institute,USA,San Diego CA
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,109,John H. Van Vleck,male,1899-03-13,USA,Middletown CT,10/27/1980,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,108,Sir Nevill F. Mott,male,30-09-1905,United Kingdom,Leeds,8/8/1996,United Kingdom,Milton Keynes,University of Cambridge,United Kingdom,Cambridge
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,107,Philip W. Anderson,male,13-12-1923,USA,Indianapolis IN,3/29/2020,USA,Princeton NJ,Bell Telephone Laboratories,USA,Murray Hill NJ
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,2,410,D. Carleton Gajdusek,male,9/9/1923,USA,Yonkers NY,12/12/2008,Norway,Tromso,National Institutes of Health,USA,Bethesda MD
1976,economics,for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy,1,688,Milton Friedman,male,31-07-1912,USA,Brooklyn NY,11/16/2006,USA,San Francisco CA,University of Chicago,USA,Chicago IL
1976,literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1,652,Saul Bellow,male,10/6/1915,Canada,Montreal,4/5/2005,USA,Brookline MA,,,
1976,peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,2,536,Mairead Corrigan,female,27-01-1944,Northern Ireland,Belfast,0000-00-00,,,,,
1976,peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,2,535,Betty Williams,female,22-05-1943,Northern Ireland,Belfast,3/17/2020,Northern Ireland,Belfast,,,
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,2,409,Baruch S. Blumberg,male,28-07-1925,USA,New York NY,4/5/2011,USA,Moffett Field CA,The Institute for Cancer Research,USA,Philadelphia PA
1976,chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,1,249,William Lipscomb,male,9/12/1919,USA,Cleveland OH,4/14/2011,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,2,106,Samuel C.C. Ting,male,27-01-1936,USA,Ann Arbor MI,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,2,105,Burton Richter,male,22-03-1931,USA,Brooklyn NY,7/18/2018,USA,Stanford CA,Stanford Linear Accelerator Center,USA,Stanford CA
1975,chemistry,for his research into the stereochemistry of organic molecules and reactions,2,248,Vladimir Prelog,male,23-07-1906,Bosnia and Herzegovina,Sarajevo,1/7/1998,Switzerland,Zurich,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich
1975,economics,for their contributions to the theory of optimum allocation of resources,2,687,Tjalling C. Koopmans,male,28-08-1910,Netherlands,S Graveland,2/26/1985,USA,New Haven CT,Yale University,USA,New Haven CT
1975,economics,for their contributions to the theory of optimum allocation of resources,2,686,Leonid Vitaliyevich Kantorovich,male,19-01-1912,Russia,St. Petersburg,4/7/1986,Russia,Moscow,Academy of Sciences,Russia,Moscow
1975,literature,for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions,1,651,Eugenio Montale,male,1896-10-12,Italy,Genoa,9/12/1981,Italy,Milan,,,
1975,peace,for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations,1,534,Andrei Sakharov,male,21-05-1921,Russia,Moscow,12/14/1989,Russia,Moscow,,,
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,408,Howard M. Temin,male,10/12/1934,USA,Philadelphia PA,2/9/1994,USA,Madison WI,University of Wisconsin,USA,Madison WI
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,407,Renato Dulbecco,male,22-02-1914,Italy,Catanzaro,2/19/2012,USA,La Jolla CA,Imperial Cancer Research Fund Laboratory,United Kingdom,London
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,406,David Baltimore,male,7/3/1938,USA,New York NY,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1975,chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,2,247,John Cornforth,male,7/9/1917,Australia,Sydney,12/8/2013,,,University of Sussex,United Kingdom,Brighton
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,104,James Rainwater,male,9/12/1917,USA,Council ID,3/31/1986,USA,Yonkers NY,Columbia University,USA,New York NY
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,103,Ben R. Mottelson,male,9/7/1926,USA,Chicago IL,5/13/2022,,,Nordita,Denmark,Copenhagen
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,102,Aage N. Bohr,male,19-06-1922,Denmark,Copenhagen,9/8/2009,Denmark,Copenhagen,Niels Bohr Institute,Denmark,Copenhagen
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,403,Albert Claude,male,1898-08-24,Belgium,Longlier,5/22/1983,Belgium,Brussels,Universite Catholique de Louvain,Belgium,Louvain
1974,literature,for writings that catch the dewdrop and reflect the cosmos,2,650,Harry Martinson,male,6/5/1904,Sweden,Jamshog,2/11/1978,Sweden,Stockholm,,,
1974,literature,for a narrative art far-seeing in lands and ages in the service of freedom,2,649,Eyvind Johnson,male,29-07-1900,Sweden,Svartbjornsbyn,8/25/1976,Sweden,Stockholm,,,
1974,economics,for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena,2,685,Friedrich von Hayek,male,1899-05-08,Austria,Vienna,3/23/1992,Germany,Freiburg,,,
1974,economics,for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena,2,684,Gunnar Myrdal,male,1898-12-06,Sweden,Skattungbyn,5/17/1987,Sweden,Stockholm,,,
1974,peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,2,533,Eisaku Sato,male,27-03-1901,Japan,Tabuse,6/3/1975,Japan,Tokyo,,,
1974,peace,for his efforts to secure and develop human rights throughout the world,2,532,Sen MacBride,male,26-01-1904,France,Paris,1/15/1988,Ireland,Dublin,,,
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,405,George E. Palade,male,19-11-1912,Romania,Iasi,10/7/2008,USA,Del Mar CA,Yale University School of Medicine,USA,New Haven CT
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,404,Christian de Duve,male,2/10/1917,United Kingdom,Thames Ditton,5/4/2013,Belgium,Nethen,Rockefeller University,USA,New York NY
1974,chemistry,for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules,1,246,Paul J. Flory,male,19-06-1910,USA,Sterling IL,9/8/1985,USA,Big Sur CA,Stanford University,USA,Stanford CA
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,2,101,Antony Hewish,male,11/5/1924,United Kingdom,Fowey,9/13/2021,,,University of Cambridge,United Kingdom,Cambridge
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,2,100,Martin Ryle,male,27-09-1918,United Kingdom,Brighton,10/14/1984,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,401,Konrad Lorenz,male,7/11/1903,Austria,Vienna,2/27/1989,Austria,Vienna,"Konrad Lorenz Institute of the Austrian Academy of Sciences, Research Station for Ethology",Austria,Altenberg; Grunau im Almtal
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,400,Karl von Frisch,male,1886-11-20,Austria,Vienna,6/12/1982,Germany,Munich,Zoological Institute at the University of Munich,Germany,Munich
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,2,530,Henry Kissinger,male,27-05-1923,Germany,Furth,0000-00-00,,,,,
1973,economics,for the development of the input-output method and for its application to important economic problems,1,683,Wassily Leontief,male,5/8/1906,Russia,St. Petersburg,2/5/1999,USA,New York NY,Harvard University,USA,Cambridge MA
1973,literature,for an epic and psychological narrative art which has introduced a new continent into literature,1,648,Patrick White,male,28-05-1912,United Kingdom,London,9/30/1990,Australia,Sydney,,,
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,2,531,Le Duc Tho ,male,14-10-1911,Vietnam,Nam Ha province,10/13/1990,Vietnam,Hanoi,,,
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,402,Nikolaas Tinbergen,male,15-04-1907,the Netherlands,the Hague,12/21/1988,United Kingdom,Oxford,University of Oxford,United Kingdom,Oxford
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,2,245,Geoffrey Wilkinson,male,14-07-1921,United Kingdom,Todmorden,9/26/1996,United Kingdom,London,Imperial College,United Kingdom,London
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,2,244,Ernst Otto Fischer,male,10/11/1918,Germany,Munich,7/23/2007,Germany,Munich,Technical University,Germany,Munich
1973,physics,for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects,2,99,Brian D. Josephson,male,4/1/1940,United Kingdom,Cardiff,0000-00-00,,,University of Cambridge,United Kingdom,Cambridge
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,4,98,Ivar Giaever,male,5/4/1929,Norway,Bergen,0000-00-00,,,General Electric Company,USA,Schenectady NY
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,4,97,Leo Esaki,male,12/3/1925,Japan,Osaka,0000-00-00,,,IBM Thomas J. Watson Research Center,USA,Yorktown Heights NY
1972,literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,1,647,Heinrich Boll,male,21-12-1917,Germany,Cologne,7/16/1985,Germany,Bornheim-Merten,,,
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,2,682,Kenneth J. Arrow,male,23-08-1921,USA,New York NY,2/21/2017,USA,Palo Alto CA,Harvard University,USA,Cambridge MA
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,2,681,John R. Hicks,male,8/4/1904,United Kingdom,Warwick,5/20/1989,United Kingdom,Blockley,All Souls College,United Kingdom,Oxford
1972,medicine,for their discoveries concerning the chemical structure of antibodies,2,399,Rodney R. Porter,male,8/10/1917,United Kingdom,Newton-le-Willows,9/6/1985,United Kingdom,Winchester,University of Oxford,United Kingdom,Oxford
1972,medicine,for their discoveries concerning the chemical structure of antibodies,2,398,Gerald M. Edelman,male,1/7/1929,USA,New York NY,5/17/2014,USA,La Jolla CA,Rockefeller University,USA,New York NY
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,4,243,William H. Stein,male,25-06-1911,USA,New York NY,2/2/1980,USA,New York NY,Rockefeller University,USA,New York NY
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,4,242,Stanford Moore,male,4/9/1913,USA,Chicago IL,8/23/1982,USA,New York NY,Rockefeller University,USA,New York NY
1972,chemistry,for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation,2,241,Christian Anfinsen,male,26-03-1916,USA,Monessen PA,5/14/1995,USA,Randallstown MD,National Institutes of Health,USA,Bethesda MD
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,96,Robert Schrieffer,male,31-05-1931,USA,Oak Park IL,7/27/2019,USA,Tallahassee FL,University of Pennsylvania,USA,Philadelphia PA
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,95,Leon N. Cooper,male,28-02-1930,USA,New York NY,0000-00-00,,,Brown University,USA,Providence RI
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,66,John Bardeen,male,23-05-1908,USA,Madison WI,1/30/1991,USA,Boston MA,University of Illinois,USA,Urbana IL
1971,peace,for paving the way for a meaningful dialogue between East and West,1,529,Willy Brandt,male,18-12-1913,Germany,Lubeck,10/8/1992,Germany,Unkel,,,
1971,economics,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1,680,Simon Kuznets,male,30-04-1901,Belarus,Pinsk,7/8/1985,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1971,literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,1,645,Pablo Neruda,male,12/7/1904,Chile,Parral,9/23/1973,Chile,Santiago,,,
1971,medicine,for his discoveries concerning the mechanisms of the action of hormones,1,397,Earl W. Sutherland Jr.,male,19-11-1915,USA,Burlingame KS,3/9/1974,USA,Miami FL,Vanderbilt University,USA,Nashville TN
1971,chemistry,for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals,1,240,Gerhard Herzberg,male,25-12-1904,Germany,Hamburg,3/3/1999,Canada,Ottawa,National Research Council of Canada,Canada,Ottawa
1971,physics,for his invention and development of the holographic method,1,93,Dennis Gabor,male,5/6/1900,Hungary,Budapest,2/8/1979,United Kingdom,London,Imperial College,United Kingdom,London
1970,physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,2,92,Louis Neel,male,22-11-1904,France,Lyon,11/17/2000,France,Brive-Correze,University of Grenoble,France,Grenoble
1970,physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,2,91,Hannes Alfven,male,30-05-1908,Sweden,Norrkoping,4/2/1995,Sweden,Djursholm,Royal Institute of Technology,Sweden,Stockholm
1970,economics,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,1,679,Paul A. Samuelson,male,15-05-1915,USA,Gary IN,12/13/2009,USA,Belmont MA,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1970,literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,1,644,Alexandr Solzhenitsyn,male,11/12/1918,Russia,Kislovodsk,8/3/2008,Russia,Troitse-Lykovo,,,
1970,peace,for having given a well-founded hope - the green revolution,1,528,Norman Borlaug,male,25-03-1914,USA,Cresco IA,9/12/2009,USA,Dallas TX,,,
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,396,Julius Axelrod,male,30-05-1912,USA,New York NY,12/29/2004,USA,Rockville MD,National Institutes of Health,USA,Bethesda MD
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,395,Ulf von Euler,male,7/2/1905,Sweden,Stockholm,3/9/1983,Sweden,Stockholm,Karolinska Institutet,Sweden,Stockholm
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,394,Sir Bernard Katz,male,26-03-1911,Germany,Leipzig,4/20/2003,United Kingdom,London,University College,United Kingdom,London
1970,chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,1,239,Luis Leloir,male,6/9/1906,France,Paris,12/2/1987,Argentina,Buenos Aires,Institute for Biochemical Research,Argentina,Buenos Aires
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,2,678,Jan Tinbergen,male,12/4/1903,the Netherlands,the Hague,6/9/1994,the Netherlands,the Hague,The Netherlands School of Economics,the Netherlands,Rotterdam
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,2,677,Ragnar Frisch,male,1895-03-03,Norway,Oslo,1/31/1973,Norway,Oslo,University of Oslo,Norway,Oslo
1969,literature,for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation,1,643,Samuel Beckett,male,13-04-1906,Ireland,Dublin,12/22/1989,France,Paris,,,
1969,peace,for creating international legislation insuring certain norms for working conditions in every country,1,527,International Labour Organization ,org,1919-00-00,,,,,,,,
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,393,Salvador E. Luria,male,13-08-1912,Italy,Turin,2/6/1991,USA,Lexington MA,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,392,Alfred D. Hershey,male,4/12/1908,USA,Owosso MI,5/22/1997,USA,Syosset NY,Carnegie Institution of Washington,USA,Long Island New York NY
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,391,Max Delbrck,male,4/9/1906,Germany,Berlin,3/9/1981,USA,Pasadena CA,California Institute of Technology (Caltech),USA,Pasadena CA
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,2,238,Odd Hassel,male,1897-05-17,Norway,Oslo,5/11/1981,Norway,Oslo,University of Oslo,Norway,Oslo
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,2,237,Derek Barton,male,8/9/1918,United Kingdom,Gravesend,3/16/1998,USA,College Station TX,Imperial College,United Kingdom,London
1969,physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,1,90,Murray Gell-Mann,male,15-09-1929,USA,New York NY,5/24/2019,USA,Santa Fe NM,California Institute of Technology (Caltech),USA,Pasadena CA
1968,literature,for his narrative mastery which with great sensibility expresses the essence of the Japanese mind,1,642,Yasunari Kawabata,male,1899-06-11,Japan,Osaka,4/16/1972,Japan,Zushi,,,
1968,peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration,1,526,Ren Cassin,male,1887-10-05,France,Bayonne,2/20/1976,France,Paris,,,
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,390,Marshall W. Nirenberg,male,10/4/1927,USA,New York NY,1/15/2010,USA,New York NY,National Institutes of Health,USA,Bethesda MD
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,389,H. Gobind Khorana,male,9/1/1922,India,Raipur,11/9/2011,USA,Concord MA,University of Wisconsin,USA,Madison WI
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,388,Robert W. Holley,male,28-01-1922,USA,Urbana IL,2/11/1993,USA,Los Gatos CA,Cornell University,USA,Ithaca NY
1968,chemistry,for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes,1,236,Lars Onsager,male,27-11-1903,Norway,Oslo,10/5/1976,USA,Coral Gables FL,Yale University,USA,New Haven CT
1968,physics,for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis,1,89,Luis Alvarez,male,13-06-1911,USA,San Francisco CA,9/1/1988,USA,Berkeley CA,University of California,USA,Berkeley CA
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,2,233,Manfred Eigen,male,9/5/1927,Germany,Bochum,2/6/2019,Germany,Gttingen,Max Planck Institute for Physical Chemistry,Germany,Gottingen
1967,literature,for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America,1,641,Miguel Angel Asturias,male,1899-10-19,Guatemala,Guatemala City,6/9/1974,Spain,Madrid,,,
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,387,George Wald,male,18-11-1906,USA,New York NY,4/12/1997,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,386,Keffer Hartline,male,22-12-1903,USA,Bloomsburg PA,3/17/1983,USA,Fallston MD,Rockefeller University,USA,New York NY
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,385,Ragnar Granit,male,30-10-1900,Finland,Helsinki,3/12/1991,Sweden,Stockholm,Karolinska Institutet,Sweden,Stockholm
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,4,235,George Porter,male,6/12/1920,United Kingdom,Stainforth,8/31/2002,United Kingdom,Canterbury,Royal Institution of Great Britain,United Kingdom,London
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,4,234,Ronald G.W. Norrish,male,1897-11-09,United Kingdom,Cambridge,6/7/1978,United Kingdom,Cambridge,Institute of Physical Chemistry,United Kingdom,Cambridge
1967,physics,for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars,1,88,Hans Bethe,male,2/7/1906,France,Strasbourg,3/6/2005,USA,Ithaca NY,Cornell University,USA,Ithaca NY
1966,physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,1,87,Alfred Kastler,male,3/5/1902,France,Guebwiller,1/7/1984,France,Bandol,Ecole Normale Superieure,France,Paris
1966,literature,for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength,2,640,Nelly Sachs,female,1891-12-10,Germany,Berlin,5/12/1970,Sweden,Stockholm,,,
1966,literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,2,639,Shmuel Agnon,male,1888-07-17,Ukraine,Buchach,2/17/1970,Israel,Rehovot,,,
1966,medicine,for his discoveries concerning hormonal treatment of prostatic cancer,2,384,Charles B. Huggins,male,22-09-1901,Canada,Halifax Nova Scotia,1/12/1997,USA,Chicago IL,University of Chicago Ben May Laboratory for Cancer Research,USA,Chicago IL
1966,medicine,for his discovery of tumour-inducing viruses,2,383,Peyton Rous,male,1879-10-05,USA,Baltimore MD,2/16/1970,USA,New York NY,Rockefeller University,USA,New York NY
1966,chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,1,232,Robert S. Mulliken,male,1896-06-07,USA,Newburyport MA,10/31/1986,USA,Arlington VA,University of Chicago,USA,Chicago IL
1965,literature,for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people,1,638,Mikhail Sholokhov,male,24-05-1905,Russia,Veshenskaya,2/21/1984,Russia,Veshenskaya,,,
1965,peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,1,525,United Nations Children's Fund ,org,1946-00-00,,,,,,,,
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,382,Jacques Monod,male,9/2/1910,France,Paris,5/31/1976,France,Cannes,Institut Pasteur,France,Paris
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,381,Andr Lwoff,male,8/5/1902,France,Ainay le Chacteau,9/30/1994,France,Paris,Institut Pasteur,France,Paris
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,380,Franois Jacob,male,17-06-1920,France,Nancy,4/19/2013,France,Paris,Institut Pasteur,France,Paris
1965,chemistry,for his outstanding achievements in the art of organic synthesis,1,231,Robert B. Woodward,male,10/4/1917,USA,Boston MA,7/8/1979,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,86,Richard P. Feynman,male,11/5/1918,USA,New York NY,2/15/1988,USA,Los Angeles CA,California Institute of Technology (Caltech),USA,Pasadena CA
